Categorie_template_2,Categorie_template_1,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34
,general residential real estate; of which:,"0,5133816854","0,9700205614","0,3808065611","0,6153810153","0,4493697083","0,06069429716","0,7091146636","0,9448891306","0,9845122293","0,6601242561","0,510481003","0,387795065","0,3533669336","0,2120034429","0,3168823886","0,4360427469","0,02560629692","0,1111368162","0,2313573474","0,04517430258","0,9907684949","0,2755074942","0,7440321905","0,9501696065","0,8414978508","0,5053659888","0,1511565218","0,8961920839","0,7987378484","0,8277365613","0,1839896192","0,5436711874","0,3506605425","0,8108685588"
,whole loan approach; of which:,"0,6881129739","0,09143474147","0,3323302062","0,004703994166","0,6222751399","0,1100857848","0,2071953213","0,3004194563","0,3002731918","0,05095744982","0,8339609261","0,6096854114","0,6497361799","0,5952504988","0,8238288698","0,09968574032","0,4117631632","0,4164840566","0,8686371434","0,4249637385","0,4394360261","0,6751011899","0,8879734113","0,3770287129","0,9710375538","0,9282782985","0,1958702909","0,7597897971","0,2072298022","0,1770151924","0,9211216836","0,3715849198","0,4950788455","0,8165271464"
Whole Loan,LTV ≤ 50%,"0,4754437094","0,5045518332","0,3812932456","0,3200757149","0,7082850921","0,2000247099","0,9823192895","0,3376813813","0,410415991","0,3157292428","0,2056908059","0,7139579713","0,6125208155","0,711005252","0,7635587242","0,1867797481","0,6473975668","0,09999033639","0,3865752533","0,1017484869","0,6235575239","0,612648875","0,8187974756","0,05132338091","0,4895052664","0,8745895392","0,9980736991","0,3434843619","0,151009486","0,9393196764","0,1366651754","0,5461753639","0,8351209351","0,5208433828"
Whole Loan,50% <LTV ≤ 60%,"0,1578997507","0,8515045755","0,7945066154","0,690017894","0,9126558935","0,4923370878","0,05891317853","0,3546261503","0,1063758706","0,4743110873","0,8434265037","0,1353394601","0,2889171672","0,270126057","0,1019252325","0,3057435848","0,5938275022","0,6364272014","0,01427713741","0,2002535892","0,3193686851","0,693874113","0,8416000723","0,4324978881","0,6720664831","0,5781290837","0,09366157622","0,820685157","0,7310449088","0,83550234","0,8230226486","0,2664440995","0,9931603633","0,2340603176"
Whole Loan,60% <LTV ≤ 80%,"0,8358893359","0,037200037","0,5272833223","0,5522722825","0,4184879687","0,426998112","0,2461690341","0,2010130942","0,9970432118","0,4557349841","0,5118197961","0,9041974596","0,4964206772","0,5680879917","0,5348018216","0,1863795741","0,7489580605","0,9692028155","0,3784509539","0,6956949774","0,8605043256","0,4447430939","0,1669323454","0,6351908752","0,7085970899","0,6827144853","0,1425557664","0,3028190766","0,8304993297","0,1050288839","0,4965712019","0,6372168128","0,1433864928","0,9091562141"
Whole Loan,80% <LTV ≤ 90%,"0,6695771463","0,1664902275","0,9188887831","0,03404392449","0,619855308","0,6958911219","0,3161194731","0,01814811083","0,123523747","0,1558518063","0,7327043444","0,1296227842","0,0269839517","0,7705177237","0,6874151741","0,330798038","0,7596291088","0,1291918059","0,4687472204","0,3637414151","0,2657767403","0,5555785773","0,05151531909","0,1831488393","0,08504356691","0,7068379","0,2795222837","0,9750783513","0,4074870773","0,6294077253","0,3735340541","0,6003028268","0,8097211441","0,6987503829"
Whole Loan,90% <LTV ≤ 100%,"0,4103495285","0,3333178567","0,4768351745","0,7438277993","0,4641752272","0,01437476974","0,1916705659","0,4043169137","0,1503686951","0,4635300246","0,7112902595","0,6814757315","0,07313213329","0,07947760247","0,4354523382","0,6883132999","0,35140879","0,6694719588","0,6375747185","0,2706967524","0,1567576175","0,9221128143","0,1308012303","0,09884041373","0,8498730527","0,3231429242","0,01667584049","0,03061953942","0,870443708","0,3606031467","0,3766853124","0,0837757007","0,4227386421","0,3861965005"
Whole Loan,LTV > 100%,"0,3798939358","0,7789541619","0,6715455979","0,02999704293","0,5915189806","0,2667523617","0,6482035434","0,7625399182","0,004798833232","0,5202732177","0,3697513989","0,427377974","0,3111768352","0,529559343","0,6987726098","0,6397425351","0,3757335681","0,7840232719","0,6586836561","0,9861471209","0,1105206166","0,1810884208","0,9373380862","0,7800384257","0,7373795141","0,5649842859","0,5415449381","0,2306370285","0,6986993421","0,4024409218","0,1954270669","0,3075914466","0,1825744115","0,255347021"
Whole Loan,Requirements not met,"0,2273312627","0,2033359322","0,4957359745","0,6119538612","0,5667077098","0,3575817529","0,9138591767","0,4729736459","0,5247814227","0,532582056","0,4292125566","0,3212554487","0,6161919647","0,4529849729","0,6830354357","0,9459442545","0,9096637045","0,6469263015","0,9659038593","0,5544893021","0,3995582665","0,4111871457","0,260115153","0,01981332782","0,3559091899","0,138386319","0,468394673","0,2785330503","0,4311674649","0,479993051","0,9767823844","0,07130218228","0,1427072882","0,4175780713"
,loan splitting approach; of which:,"0,00139977244","0,7457092497","0,229806093","0,3673297141","0,9231844925","0,8980962145","0,9773894422","0,8840732056","0,4728766602","0,0270542214","0,180147381","0,3706714743","0,9299025054","0,336470448","0,004952727236","0,7500608028","0,3172739302","0,4790717238","0,1772558491","0,5990620475","0,02617567693","0,6390829649","0,3733706081","0,7917101843","0,09573908377","0,4376209499","0,1614559518","0,6948881314","0,1276476081","0,2989162594","0,5318728298","0,1192982479","0,6013508792","0,2719002655"
Loan Splitting,exposures ≤ 55% of property value,"0,02639779146","0,6821703699","0,5298963573","0,810605788","0,8900810364","0,9617325736","0,7302347485","0,3567530062","0,2354922191","0,4857478754","0,394362147","0,3689969225","0,6603236047","0,6939095745","0,06256988678","0,7239354844","0,6972442637","0,3850591559","0,8823064601","0,5705124592","0,2763096179","0,4387931675","0,9877950058","0,2407175931","0,2598013334","0,1279410091","0,1533297823","0,05116040325","0,802824395","0,5372027362","0,1322691432","0,07965495571","0,3369329291","0,5299943554"
Loan Splitting,exposures > 55% of property value,"0,5912516201","0,9943451451","0,5215463551","0,03828961787","0,1141845975","0,210518482","0,6553435944","0,9894383884","0,4001138361","0,94191559","0,6330553709","0,4682991044","0,9458287357","0,5179793113","0,7114451183","0,5994501986","0,2876173526","0,521136617","0,01589193114","0,6511043322","0,7598358286","0,8066349099","0,6587990221","0,9880907753","0,2810551695","0,1932129372","0,2119495482","0,2038050676","0,7826841006","0,07060832299","0,5603067522","0,6561325375","0,009224469062","0,979474546"
Loan Splitting,Requirements not met,"0,9880848638","0,9039971043","0,1841993138","0,1079494774","0,02070930305","0,9765550679","0,5566895697","0,9638129042","0,7274336208","0,3144454329","0,1784157047","0,7985632268","0,07146204881","0,1421126179","0,8502310175","0,02828491623","0,5280186679","0,8065594017","0,7006036298","0,7429098729","0,6092706995","0,07868339539","0,6813749948","0,8416435804","0,8830232446","0,2286660359","0,3339774738","0,1167145298","0,1901721811","0,4712699748","0,1038516039","0,9267128675","0,2629721675","0,8817834123"
,general commercial real estate; of which:,"0,6355793595","0,5013833424","0,6838827341","0,90998728","0,4859999924","0,1768693216","0,5746403866","0,6650183021","0,1590682553","0,009413042382","0,006914457937","0,04330526938","0,4821773836","0,9548790793","0,8606089543","0,5251909084","0,8605957688","0,1789583614","0,1228908921","0,7048774587","0,6353886","0,05627384555","0,5219437567","0,1387322572","0,3425285043","0,01971849382","0,9344225337","0,4750541559","0,6624100506","0,2155003427","0,7449858287","0,8388418435","0,5413662116","0,4320644844"
,whole loan approach; of which:,"0,5973125894","0,8369415212","0,8877558715","0,3663198489","0,8447179165","0,7674225181","0,6491779343","0,632218265","0,815646736","0,4655933984","0,389886405","0,9458847204","0,3598052313","0,858003059","0,7669521479","0,8576400139","0,08079105481","0,1968100707","0,7288574766","0,9607987613","0,1350552044","0,1143489498","0,4059369921","0,06362750246","0,6991505866","0,5463073367","0,9157630455","0,4542336704","0,3634757115","0,8639994443","0,4535015421","0,7458424702","0,9109188616","0,8892277849"
Whole Loan,LTV ≤ 60%,"0,1181740809","0,112904066","0,01411773898","0,4056990097","0,6816248835","0,730557767","0,7005685833","0,1034411119","0,2047526978","0,895364473","0,6467033793","0,4160043824","0,3932576166","0,4205559134","0,6372686201","0,4218915869","0,337147421","0,4299295185","0,800885203","0,5574283824","0,1820389984","0,7138863588","0,07241758495","0,8226496404","0,783512194","0,934678987","0,9828317172","0,6477510988","0,4721097856","0,07237903826","0,8948587743","0,4937453334","0,5770855351","0,9688948978"
Whole Loan,LTV > 60%,"0,6959714146","0,9237199315","0,3818922195","0,8534847855","0,29246415","0,1545003849","0,02186807267","0,9698080833","0,2645556438","0,45490279","0,373588188","0,7746053212","0,4611795336","0,7822503256","0,9201208431","0,5464458106","0,5966835022","0,6088184444","0,4741854371","0,9881976799","0,2068638091","0,200616072","0,3293417326","0,3514497236","0,4392561549","0,04024483418","0,169095465","0,9676608671","0,7156768316","0,7680128177","0,04779383641","0,4337487137","0,4583294031","0,4266111611"
Whole Loan,Requirements not met,"0,4569845049","0,1961399175","0,219386378","0,08365089205","0,04499552855","0,370921105","0,6472684792","0,3474614791","0,5107090846","0,8253532046","0,6750605479","0,786436482","0,7108951729","0,3694902555","0,06496462774","0,1040692839","0,8131900012","0,1906597355","0,05053520946","0,5083946718","0,5657275098","0,7425573765","0,6934979118","0,233440653","0,8594697831","0,6028905679","0,08790905186","0,9902430148","0,8382716932","0,4786785117","0,8839760908","0,4977211784","0,4103481061","0,2072613742"
,loan splitting approach; of which:,"0,7124171877","0,4671970736","0,2128366738","0,0593107433","0,9200528501","0,0482928179","0,9759189063","0,59225833","0,2673535856","0,2417514465","0,4059011031","0,8527166003","0,7503866202","0,29309175","0,310288259","0,7105628832","0,977969797","0,9578347029","0,5237466826","0,1834121834","0,6772118736","0,3764858471","0,7677726027","0,5433259006","0,2415151619","0,1320025605","0,673016705","0,7077659225","0,9903825334","0,8116755955","0,6985477564","0,4618219564","0,1668161616","0,1346132641"
Loan Splitting,exposures ≤ 55% of property value,"0,1222841592","0,4604219344","0,9096523913","0,5800455396","0,8116927711","0,1428403629","0,7875659878","0,6944468196","0,02196344646","0,8111141838","0,7316251575","0,3689105565","0,5402323867","0,2845565351","0,1815694274","0,7200177891","0,3352412875","0,5361931505","0,6319177546","0,8020809969","0,2596876257","0,458641015","0,08640013867","0,9232646903","0,9147349166","0,9515172059","0,9901773994","0,4759394971","0,4732220996","0,273646091","0,5052356394","0,1097915606","0,1848693302","0,7254026647"
Loan Splitting,exposures > 55% of property value,"0,5128744574","0,05907042719","0,2211823234","0,4381000803","0,5045131405","0,1697311588","0,3987813815","0,09261295503","0,8815382917","0,03087283635","0,5682975086","0,361893917","0,5962084197","0,6797752933","0,3142110384","0,09501261085","0,7025066819","0,5927924733","0,549940111","0,959043355","0,05716017163","0,1892893623","0,5157756056","0,3377911903","0,1768451318","0,2139405994","0,08175969555","0,6630332565","0,02883056283","0,8061370313","0,6117649535","0,1886815884","0,3418827078","0,3826297672"
Loan Splitting,Requirements not met,"0,3587903881","0,1806888602","0,717017141","0,4364265623","0,4245945211","0,389195028","0,0298700034","0,9319314994","0,9639665178","0,8053900768","0,496685254","0,6456089877","0,1925281185","0,993875507","0,3594496627","0,3031528341","0,3420990725","0,1185360643","0,3683259902","0,7981365878","0,3143588908","0,8719225465","0,7152055066","0,2346645798","0,5704754029","0,238570165","0,6431226462","0,6228827734","0,6338058185","0,401243284","0,6540479854","0,9606560591","0,08765848334","0,9242920079"
,income producing residential real estate; of which:,"0,7524136531","0,05846961509","0,1230956144","0,6300684965","0,09949257204","0,6056484231","0,756608425","0,5257694726","0,1351302744","0,6649494036","0,7673445976","0,1230101583","0,9903298859","0,6927262491","0,3526521529","0,5163477884","0,5553602071","0,2489726389","0,3095946495","0,6822357242","0,4261577239","0,2397487495","0,8896350352","0,5816704465","0,7019372105","0,5983485928","0,8263816364","0,1339064331","0,6207360015","0,8648332179","0,04118797979","0,3240871805","0,5323118794","0,2690629818"
Income Producing RE,LTV ≤ 50%,"0,4909799433","0,412350133","0,6363587386","0,3035716342","0,3476826879","0,7760571236","0,4480096792","0,3960405779","0,7407481441","0,5861597862","0,2927128509","0,2025890102","0,5283364593","0,4255794482","0,7273672791","0,9691914887","0,1502992112","0,5133305696","0,1582556431","0,8492606458","0,2269653216","0,7087616732","0,01083560731","0,3953402859","0,62907748","0,7598424536","0,1106260695","0,4470202481","0,6406136573","0,696772794","0,5438954622","0,9047282318","0,1692359093","0,05050939472"
Income Producing RE,50% <LTV ≤ 60%,"0,4145577752","0,7462952479","0,4053654241","0,3499097567","0,6413807401","0,9334134254","0,6396625989","0,05891751644","0,3561096861","0,5135528759","0,7926655992","0,9288783534","0,8036690244","0,8503325479","0,1613782948","0,1718172209","0,9969624376","0,2280824213","0,4294675566","0,02357745188","0,4191329265","0,5913426798","0,09876592821","0,5429805181","0,3416340244","0,6675160023","0,4885664349","0,3429209152","0,6808724799","0,3722393481","0,4075979858","0,182748407","0,7820025098","0,6206747961"
Income Producing RE,60% <LTV ≤ 80%,"0,6449922897","0,5215711761","0,9698748213","0,9020326276","0,4926833229","0,5969218497","0,868912835","0,2633963888","0,428847865","0,8744386579","0,06489285983","0,2994945486","0,05916813012","0,2198278654","0,3293711313","0,5879459979","0,5117182734","0,09794859525","0,7169759921","0,8055139903","0,3971725428","0,2757902727","0,9576824106","0,4261420844","0,9062555772","0,6280932844","0,01460337403","0,02659251126","0,1998612702","0,3907358227","0,3362592613","0,92225112","0,6583985417","0,1884557123"
Income Producing RE,80% <LTV ≤ 90%,"0,02513286585","0,2998799149","0,592313627","0,4585392847","0,2243877363","0,1971620517","0,9233582414","0,5723707438","0,7140577178","0,04947667004","0,3621924883","0,9335454774","0,8686718723","0,5368155655","0,1100243118","0,5151241854","0,2666023507","0,03251633662","0,5032649923","0,9295880612","0,5821192591","0,4759809535","0,3626483076","0,1325571177","0,2282209992","0,7890238072","0,4447636476","0,3861569584","0,9605974931","0,5894200562","0,6775526138","0,1169518206","0,3220294985","0,5069825793"
Income Producing RE,90% <LTV ≤ 100%,"0,548593739","0,8421003528","0,001041136806","0,6233971102","0,629646085","0,5520806254","0,8447015109","0,1098513933","0,01538775511","0,3206976912","0,2116936567","0,6165771242","0,4649505431","0,5525802172","0,5686687829","0,8961356648","0,05533834034","0,2920527006","0,2441509862","0,8485550766","0,9453560987","0,955393159","0,2684307091","0,8681914011","0,9558125701","0,8360983883","0,1471177406","0,1533707772","0,5691766656","0,6486898849","0,8966314814","0,03585009948","0,6911251646","0,8111643927"
